player_id,player_name,age,country,favorite_hand,backhand,turned_pro,prize_money,titles,cluster_level,cluster_piso,cluster_pressao,cluster_saque,cluster_duplafalta,cluster_servico,cluster_retorno,cluster_bpcontra,cluster_bpfavor,cluster_pontos,cluster_game,cluster_match,cluster_tiebreak,cluster_upset,cluster_dominance,cluster_rodada,cluster_velocidade,cluster_oponente,hard,clay,grass,grand_slam,tour_finals,masters.1,atp_500,final,semi_final,quarter_final,round_of_16,round_of_32,round_of_64,round_of_128
5986,Damir Dzumhur,27,Bosnia and Herzegovina,Right-handed,Two-handed,2011,3869834,3,2,0,0,2,2,0,1,0,2,0,1,0,2,2,1,1,2,0,50.0,45.9,55.6,42.1,0.0,36.4,34.8,75.0,50.0,40.0,45.5,54.4,37.1,51.7
6196,Jiri Vesely,26,Czech Republic,Left-handed,Two-handed,2009,3676231,1,2,0,0,0,2,2,2,2,1,0,1,0,2,2,1,1,1,1,38.0,49.0,60.0,45.5,0.0,36.4,36.0,50.0,28.6,46.7,35.6,50.0,46.7,48.6
5602,Bradley Klahn,29,United States,Left-handed,Two-handed,2012,1176787,0,0,1,0,0,2,1,0,0,1,2,0,2,0,2,0,2,0,2,27.5,0.0,22.2,23.5,0.0,25.0,0.0,0.0,0.0,0.0,0.0,26.3,36.4,22.2
3333,Ivo Karlovic,40,Croatia,Right-handed,One-handed,2000,9810596,8,1,0,0,1,2,2,0,2,1,2,1,0,0,2,1,1,1,1,52.5,42.3,62.9,46.9,0.0,43.4,52.4,42.1,50.0,49.4,55.1,54.7,49.6,51.3
5209,Yuichi Sugita,31,Japan,Right-handed,Two-handed,0,1843740,1,2,0,0,2,1,1,2,0,1,0,1,0,2,2,0,1,2,0,39.0,18.8,50.0,21.4,0.0,27.8,32.4,100.0,33.3,30.0,52.6,44.2,20.0,23.1
5528,Evgeny Donskoy,0,0,0,0,0,0,0,1,1,0,2,1,1,0,2,1,0,0,2,2,2,0,2,2,2,37.1,20.7,26.7,33.3,0.0,35.3,41.2,0.0,0.0,16.7,26.1,31.9,36.0,42.3
5601,Norbert Gombos,29,Slovakia,Right-handed,Two-handed,0,774886,0,0,1,0,2,0,1,0,2,1,0,0,2,2,2,0,2,0,2,26.1,14.3,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,66.7,25.0,0.0,0.0
5888,James Duckworth,27,Australia,Right-handed,Two-handed,2010,1398973,0,0,3,1,0,2,1,0,2,1,1,0,2,2,3,0,2,0,2,33.3,28.6,22.2,20.8,0.0,50.0,50.0,0.0,0.0,0.0,28.6,31.8,33.3,33.3
6107,Taro Daniel,26,Japan,Right-handed,Two-handed,0,1626003,1,1,3,0,2,2,0,2,0,2,0,0,3,0,3,0,1,1,2,34.5,43.5,0.0,23.5,0.0,37.5,20.0,100.0,50.0,22.2,40.9,40.0,36.4,31.3
4716,Marcel Granollers,33,Spain,Right-handed,Two-handed,2003,10759457,4,2,0,1,2,1,1,2,0,2,0,1,0,2,2,0,1,1,0,41.3,47.9,44.7,45.0,0.0,36.7,43.0,57.1,53.8,37.1,38.0,48.7,39.6,55.6
5403,Andrej Martin,30,Slovakia,Right-handed,Two-handed,2005,666041,0,2,3,2,2,1,0,1,0,2,0,1,0,2,1,1,0,2,0,25.0,57.1,0.0,50.0,0.0,0.0,0.0,0.0,50.0,100.0,40.0,40.0,100.0,50.0
6031,Denis Kudla,27,United States,Right-handed,Two-handed,2010,2940388,0,0,0,0,0,2,1,2,0,2,0,0,0,2,2,0,2,0,2,29.1,26.3,51.2,37.1,0.0,22.2,31.8,0.0,0.0,33.3,24.0,46.3,18.8,44.8
5333,Thomas Fabbiano,30,Italy,Right-handed,Two-handed,2005,1805758,0,0,0,1,2,2,0,2,0,1,2,0,3,2,2,0,2,2,0,27.7,25.0,57.1,43.5,0.0,12.5,12.5,0.0,0.0,25.0,36.4,28.2,28.6,43.8
20265,Yannick Maden,30,Germany,0,Two-handed,2013,551700,0,0,3,2,2,1,0,1,0,2,2,0,3,2,3,0,2,0,2,35.7,44.4,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,46.2,0.0,33.3
3893,Paolo Lorenzi,0,0,0,0,0,0,0,2,3,0,2,1,1,2,0,1,0,0,3,2,0,0,1,2,2,36.4,42.3,20.0,30.4,0.0,30.0,30.8,25.0,66.7,30.0,38.5,38.9,34.9,34.1
25953,Gianluca Mager,24,Italy,Right-handed,Two-handed,0,200642,0,0,1,2,0,2,1,1,1,2,0,1,3,0,3,1,2,0,2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
4423,Go Soeda,35,Japan,Right-handed,Two-handed,0,1892729,0,2,3,0,2,1,1,0,1,1,0,0,0,2,0,0,2,0,2,36.7,30.8,23.5,19.0,0.0,0.0,10.5,0.0,0.0,40.0,31.3,36.4,11.1,20.0
5216,Juan Martin Del Potro,31,Argentina,Right-handed,Two-handed,2005,25889586,22,1,2,0,0,1,2,1,2,2,0,2,1,0,3,2,0,1,1,72.2,70.3,70.2,72.9,46.7,65.2,79.1,62.9,57.6,63.6,71.5,77.2,74.7,91.1
5367,Peter Gojowczyk,30,Germany,Right-handed,Two-handed,2006,2538046,1,2,0,0,0,2,1,2,0,2,0,1,0,2,3,0,1,2,0,47.3,33.3,44.4,22.2,0.0,36.4,38.1,33.3,50.0,66.7,33.3,58.7,27.8,31.6
11174,Elias Ymer,23,Sweden,Right-handed,Two-handed,2014,914476,0,2,3,1,2,2,1,2,0,1,2,0,2,2,3,0,2,0,2,28.0,32.3,0.0,14.3,0.0,0.0,33.3,0.0,0.0,0.0,12.5,32.0,33.3,11.1
6204,Marcos Giron,26,United States,Right-handed,Two-handed,2014,292168,0,0,1,2,2,2,1,0,2,1,2,0,2,0,3,0,2,0,2,33.3,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,50.0,33.3,25.0
25960,Antonie Hoang,0,0,0,0,0,0,0,0,3,1,2,0,0,2,0,2,1,0,3,0,3,0,2,0,2,33.3,66.7,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,33.3,100.0
10580,Dennis Novak,26,Austria,Right-handed,Two-handed,2011,709278,0,2,0,1,2,2,1,2,0,2,2,1,0,2,3,0,2,0,0,25.0,46.2,50.0,33.3,0.0,0.0,20.0,0.0,0.0,0.0,0.0,38.5,100.0,25.0
4913,Andy Murray,32,United Kingdom,Right-handed,Two-handed,2005,61259702,46,1,2,1,0,1,2,1,2,2,0,2,1,0,0,2,0,1,1,78.1,69.5,83.6,80.8,59.3,72.0,77.5,67.6,67.7,71.2,77.1,85.3,78.9,90.0
5140,Tatsuma Ito,0,0,0,0,0,0,0,2,0,1,2,2,1,2,1,1,0,0,0,0,0,0,2,2,0,32.3,30.8,40.0,20.0,0.0,14.3,30.8,0.0,0.0,0.0,22.2,54.5,9.1,23.5
11548,Sumit Nagal,22,India,Right-handed,Two-handed,0,216435,0,0,1,2,2,2,0,2,1,1,0,0,2,1,2,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5351,Jason Jung,30,"Taiwan, Province of China",Right-handed,Two-handed,0,458991,0,0,1,2,2,2,1,0,2,1,2,0,2,1,2,0,2,0,2,22.2,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,20.0,0.0,0.0
11176,Hyeon Chung,23,"Korea, Republic of",Right-handed,Two-handed,2014,3566408,0,2,0,1,2,2,1,1,0,2,0,2,0,2,2,1,0,2,0,53.1,54.8,33.3,56.0,0.0,48.1,50.0,0.0,0.0,18.8,48.5,63.0,56.0,60.0
17203,Marc Polmans,22,Australia,0,Two-handed,0,507297,0,0,1,2,2,2,0,2,0,1,1,0,3,0,3,0,2,0,2,25.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,100.0,0.0
11429,Mackenzie Mcdonald,24,United States,Right-handed,Two-handed,2016,1210098,0,0,0,0,2,2,1,2,0,2,2,0,3,0,2,0,2,2,0,37.5,25.0,62.5,45.5,0.0,30.0,50.0,0.0,0.0,33.3,42.9,41.2,27.3,55.6
5805,Guido Andreozzi,28,Argentina,Right-handed,Two-handed,2008,974869,0,0,0,1,2,0,1,2,0,1,0,0,2,2,2,0,2,2,2,38.5,26.3,25.0,11.1,0.0,40.0,0.0,0.0,0.0,0.0,0.0,53.8,16.7,30.0
5219,Attila Balazs,31,Hungary,Right-handed,Two-handed,0,444731,0,2,3,0,2,2,1,2,2,1,2,2,1,0,1,0,1,0,2,50.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,66.7,60.0,71.4,0.0,0.0
5717,Steven Diez,0,0,0,0,0,0,0,0,1,2,2,2,0,2,1,1,3,0,2,1,3,0,2,0,2,33.3,16.7,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,0.0
5148,Pedro Sousa,0,0,0,0,0,0,0,2,3,0,2,2,0,1,1,2,0,1,0,2,3,0,2,0,2,0.0,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,0.0,0.0
5476,Facundo Bagnis,29,Argentina,Left-handed,Two-handed,2007,1297523,0,0,3,1,2,2,1,2,0,1,0,0,2,2,0,0,2,0,2,11.1,34.7,0.0,18.2,0.0,33.3,16.7,0.0,0.0,0.0,36.4,35.5,0.0,27.3
5629,Blaz Rola,0,0,0,0,0,0,0,2,3,0,2,2,1,2,0,1,2,1,0,2,2,0,2,2,2,33.3,50.0,20.0,25.0,0.0,0.0,50.0,0.0,0.0,0.0,25.0,44.4,33.3,33.3
6317,Christopher Oconnell,0,0,0,0,0,0,0,0,1,2,2,1,0,0,2,0,1,0,2,0,0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11164,Zhizhen Zhang,23,China,0,Two-handed,2012,188501,0,2,1,0,0,1,2,2,2,1,0,1,0,0,1,1,2,0,0,45.5,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,25.0,80.0,0.0,0.0
5364,Martin Klizan,30,Slovakia,Left-handed,Two-handed,2007,4810128,6,2,3,0,2,2,1,2,0,2,0,1,0,0,2,1,1,1,0,45.3,57.1,23.5,39.1,0.0,25.0,55.4,85.7,53.8,50.0,56.5,47.3,30.8,50.0
25609,Ilya Ivashka,0,0,0,0,0,0,0,2,0,1,0,2,1,1,0,1,2,1,3,0,3,1,2,0,2,51.4,14.3,66.7,20.0,0.0,44.4,0.0,0.0,0.0,50.0,42.9,50.0,25.0,33.3
4533,Dudi Sela,34,Israel,Right-handed,One-handed,2002,3869762,0,1,0,1,2,2,1,1,0,2,0,1,0,0,2,0,1,2,0,45.1,18.6,48.1,35.9,0.0,39.3,32.1,0.0,33.3,28.6,41.2,44.6,37.0,47.2
4198,Guillermo Garcia Lopez,36,Spain,Right-handed,One-handed,2002,8003533,5,0,0,1,2,2,1,1,0,2,0,1,0,2,2,1,1,1,0,42.0,49.5,48.3,43.6,0.0,41.2,30.0,55.6,40.9,32.8,50.0,45.3,38.7,60.6
22510,Juan Pablo Varillas Patino Samudio,24,Peru,Right-handed,Two-handed,0,77631,0,0,3,2,0,2,2,0,0,0,1,0,3,2,0,0,2,0,2,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45150,Emil Ruusuvuori,20,Finland,Right-handed,Two-handed,0,7933,0,0,3,2,2,0,0,1,1,2,0,1,0,0,3,0,2,0,2,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5863,Emilio Gomez,27,Ecuador,Right-handed,Two-handed,0,272511,0,2,3,2,2,2,2,1,2,2,1,2,1,0,3,2,2,0,2,40.0,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
4659,Sergiy Stakhovsky,33,Ukraine,Right-handed,One-handed,2003,5325081,4,2,0,1,0,1,1,2,0,1,0,1,0,0,2,0,1,2,0,46.7,36.0,48.1,40.0,0.0,39.1,37.5,100.0,66.7,30.0,32.8,42.7,41.8,54.2
5550,Alessandro Giannessi,29,Italy,Left-handed,Two-handed,2008,656762,0,2,3,1,2,0,0,2,2,1,2,0,3,2,3,0,2,2,2,25.0,43.5,0.0,33.3,0.0,0.0,0.0,0.0,0.0,50.0,28.6,43.8,0.0,50.0
10726,Nikola Milojevic,0,0,0,0,0,0,0,0,3,2,2,0,0,1,1,2,3,1,0,1,3,1,2,0,2,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0
5565,Vasek Pospisil,29,Canada,Right-handed,Two-handed,2007,5287905,0,2,0,1,0,2,2,0,2,1,2,1,0,2,2,0,1,2,0,46.7,5.3,39.0,34.2,0.0,41.3,41.2,0.0,16.7,37.5,37.5,50.0,38.0,40.0
5929,Federico Gaio,0,0,0,0,0,0,0,0,3,0,2,0,1,0,2,1,0,0,2,2,3,0,2,0,2,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25.0,0.0,0.0
5644,Marius Copil,29,Romania,Right-handed,One-handed,2008,1910926,0,2,0,0,0,1,2,0,2,1,0,1,0,0,2,0,1,2,0,47.4,27.0,40.0,18.8,0.0,25.0,43.5,0.0,100.0,22.2,39.1,40.4,46.7,21.1
4585,Lukas Rosol,0,0,0,0,0,0,0,2,0,0,0,2,1,0,2,1,0,1,0,0,2,0,1,1,0,39.5,52.0,40.0,40.0,0.0,33.3,35.7,50.0,66.7,27.8,39.6,44.6,40.4,46.9
4326,Steve Darcis,0,0,0,0,0,0,0,1,0,0,2,1,1,2,0,2,0,1,0,0,2,0,1,2,0,46.3,46.7,45.5,31.9,0.0,35.7,61.5,66.7,60.0,29.4,44.7,47.6,35.5,42.1
6279,Kimmer Coppejans,25,Belgium,Right-handed,Two-handed,0,409346,0,0,1,2,2,2,0,0,1,1,2,0,2,1,0,0,2,0,2,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4677,Viktor Troicki,33,Serbia,Right-handed,Two-handed,2006,8628325,3,2,0,1,0,1,1,1,0,2,0,1,0,0,2,1,0,1,0,52.9,50.7,51.6,56.8,0.0,43.1,44.4,33.3,39.1,43.1,49.0,50.6,53.5,71.4
6095,Alex Bolt,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,1,0,2,0,3,0,2,0,2,23.1,0.0,20.0,33.3,0.0,33.3,0.0,0.0,0.0,0.0,0.0,14.3,25.0,33.3
4894,Robin Haase,0,0,0,0,0,0,0,2,0,1,0,1,1,2,0,2,0,1,0,2,2,1,1,1,0,43.4,50.6,40.0,31.7,0.0,41.5,36.8,40.0,29.4,43.6,45.9,48.8,35.6,45.2
6200,Oscar Otte,26,Germany,Right-handed,0,2011,446804,0,0,3,2,0,2,2,0,0,1,2,1,2,1,3,1,2,0,2,25.0,33.3,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,50.0
45308,Rudolf Molleker,19,Germany,Right-handed,Two-handed,2017,322818,0,0,3,2,0,2,1,0,0,1,2,0,2,2,3,0,2,0,2,0.0,37.5,25.0,0.0,0.0,0.0,28.6,0.0,0.0,0.0,0.0,57.1,0.0,0.0
5971,Darian King,27,Barbados,Right-handed,Two-handed,2010,598274,0,2,1,2,2,1,0,1,0,2,0,2,1,0,2,1,2,0,2,63.3,25.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,50.0
23950,Sebastian Ofner,23,Austria,Right-handed,Two-handed,2015,334529,0,0,0,1,0,2,1,0,2,1,3,1,0,0,1,0,0,0,0,0.0,55.6,66.7,66.7,0.0,0.0,0.0,0.0,0.0,100.0,33.3,50.0,100.0,100.0
5636,Cedrik Marcel Stebe,29,Germany,Left-handed,Two-handed,2010,1033925,0,2,3,0,2,2,0,1,1,2,0,0,3,0,1,0,1,2,2,28.6,52.9,25.0,26.7,0.0,33.3,42.9,0.0,100.0,20.0,41.7,44.4,14.3,38.5
11426,Mikael Torpegaard,25,Denmark,Right-handed,Two-handed,2019,72127,0,2,1,1,0,0,1,2,1,1,1,0,3,0,3,0,2,0,2,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4570,Marcos Baghdatis,34,Cyprus,Right-handed,Two-handed,2003,8918917,4,1,0,1,0,1,2,2,0,2,0,2,1,0,2,1,0,2,0,57.3,43.2,57.9,55.4,0.0,44.6,54.2,28.6,38.2,53.0,54.5,58.2,50.0,65.6
5856,Yannick Hanfmann,27,Germany,0,Two-handed,2015,484561,0,0,0,0,2,1,1,2,2,1,2,1,3,2,1,0,1,0,2,0.0,41.2,50.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,40.0,44.4,0.0,0.0
6096,Filip Horansky,26,Slovakia,Right-handed,Two-handed,0,143530,0,0,3,2,2,1,0,2,1,2,0,0,2,1,3,0,2,0,2,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0
6061,Jozef Kovalik,27,Slovakia,Right-handed,Two-handed,0,770744,0,0,3,2,2,1,1,2,0,2,2,0,2,2,3,0,2,2,0,41.2,30.4,0.0,0.0,0.0,50.0,66.7,0.0,0.0,50.0,57.1,33.3,0.0,12.5
6379,Frederico Ferreira Silva,0,0,0,0,0,0,0,2,3,2,2,1,0,1,1,2,3,1,0,1,2,1,2,0,2,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
4794,Denis Istomin,33,Uzbekistan,Right-handed,Two-handed,2004,5965778,2,1,0,1,0,1,2,2,2,1,0,1,0,0,2,1,1,2,0,45.7,45.4,53.9,44.3,0.0,31.6,34.0,40.0,41.7,34.3,42.5,47.9,39.2,50.0
34653,Tallon Griekspoor,23,Netherlands,Right-handed,Two-handed,0,301531,0,0,1,2,2,1,0,0,1,2,3,0,2,1,3,0,2,0,0,40.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
6202,Bjorn Fratangelo,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,2,0,0,2,0,3,0,0,2,2,33.3,35.7,50.0,16.7,0.0,33.3,50.0,0.0,0.0,100.0,14.3,38.9,45.5,33.3
5034,Lukas Lacko,32,Slovakia,Right-handed,Two-handed,2005,3261567,0,2,0,0,0,1,1,0,0,1,0,0,0,0,2,0,1,0,2,41.7,20.0,41.9,31.3,0.0,14.3,38.7,0.0,100.0,15.4,32.5,46.0,37.0,30.2
5159,Peter Polansky,31,Canada,Right-handed,Two-handed,2007,1447596,0,2,1,2,2,2,1,0,0,1,2,0,2,2,0,0,2,0,2,29.5,23.1,0.0,9.1,0.0,31.8,0.0,0.0,0.0,0.0,0.0,15.0,42.9,15.4
11433,Quentin Halys,23,France,Right-handed,Two-handed,2012,778004,0,0,1,2,0,0,1,0,2,1,1,0,2,2,3,0,2,0,2,29.4,12.5,0.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4,0.0,28.6
6057,Bernard Tomic,27,Australia,Right-handed,Two-handed,2008,5950393,4,2,0,1,0,1,2,0,2,1,2,1,0,0,2,1,1,2,0,54.5,32.8,54.3,52.6,0.0,41.3,44.4,66.7,50.0,35.3,55.6,45.5,46.5,58.7
21919,Dmitry Popko,23,Kazakhstan,Right-handed,Two-handed,0,197321,0,2,3,0,2,1,1,0,2,1,1,0,1,0,3,0,2,0,2,66.7,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6235,Joao Domingues,0,0,0,0,0,0,0,2,3,0,2,1,0,1,0,2,0,1,1,0,1,0,2,0,0,100.0,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,75.0,0.0,0.0
23589,Daniel Elahi Galan Riveros,23,Colombia,0,Two-handed,0,184282,0,2,3,2,2,1,2,2,0,2,0,2,1,0,1,1,1,0,0,66.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,50.0,0.0,0.0
4807,Zhe Li,33,China,Right-handed,Two-handed,2004,544642,0,2,1,1,2,1,0,0,1,1,0,0,2,0,0,0,2,0,2,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3917,Nicolas Mahut,0,0,0,0,0,0,0,2,0,0,0,2,2,0,2,1,0,1,0,2,2,1,1,2,0,41.0,30.4,62.0,37.8,0.0,33.3,37.5,66.7,66.7,34.6,37.1,48.2,44.0,45.3
6269,Mitchell Krueger,0,0,0,0,0,0,0,0,1,2,2,1,0,2,1,1,0,0,2,2,3,0,2,0,2,25.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,33.3
6058,Alexey Vatutin,27,Russian Federation,0,Two-handed,0,310368,0,0,3,2,2,2,0,1,1,2,2,0,3,0,1,0,2,0,0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0
4893,Matthias Bachinger,0,0,0,0,0,0,0,0,3,0,0,1,1,2,0,1,0,1,0,2,3,0,1,2,2,39.1,36.7,22.2,18.2,0.0,0.0,12.5,0.0,33.3,50.0,30.0,48.7,0.0,20.0
6354,Ramkumar Ramanathan,0,0,0,0,0,0,0,2,0,2,0,2,2,2,0,1,0,1,0,2,3,0,1,2,0,36.7,0.0,66.7,0.0,0.0,50.0,0.0,0.0,100.0,33.3,37.5,47.1,50.0,0.0
6409,Thanasi Kokkinakis,0,0,0,0,0,0,0,2,0,1,0,2,2,0,2,1,2,0,0,0,3,0,1,0,1,42.3,25.0,33.3,33.3,0.0,42.9,42.9,0.0,100.0,50.0,20.0,40.0,41.7,42.9
