player_id;Hard;Clay;Grass;Carpet;Grand Slam;Tour Finals;Masters;Olympics;ATP 500;ATP 250;Davis Cup;Deciding Set;Fifth Set;After Winning 1st Set;After Losing 1st Set;Tie-Breaks;Deciding Set Tie-Breaks;Outdoor;Indoor;Best of 3;Best of 5;Vs No. 1;Vs Top 5;Vs Top 10;Vs Top 20;Vs Top 50;Vs Top 100;Final;For Bronze Medal;Semi-Final;Quarter-Final;Round of 16;Round of 32;Round of 64;Round of 128;Round-Robin;Very Fast;Fast;Medium Fast;Medium;Medium Slow;Slow;Very Slow;Best of 3: 2:0;Best of 3: 2:1;Best of 3: 1:2;Best of 3: 0:2;Best of 5: 3:0;Best of 5: 3:1;Best of 5: 3:2;Best of 5: 2:3;Best of 5: 1:3;Best of 5: 0:3;Win;Final;Semi-Final;Quarter-Final;Round of 16;Round of 32;Round of 64;Round of 128;Round-Robin
5148;0.0% (0-3);36.4% (8-14);;100.0% (1-0);0.0% (0-1);;;;0.0% (0-2);20.0% (3-12);77.8% (7-2);20.0% (2-8);;63.6% (7-4);18.8% (3-13);33.3% (3-6);100.0% (1-0);36.0% (9-16);50.0% (1-1);30.4% (7-16);75.0% (3-1);;;;;0.0% (0-5);18.8% (3-13);;;;;0.0% (0-3);23.1% (3-10);0.0% (0-1);0.0% (0-1);;0.0% (0-2);0.0% (0-1);;;20.0% (1-4);22.2% (2-7);0.0% (0-1);18.2% (4/22);9.1% (2/22);36.4% (8/22);36.4% (8/22);50.0% (2/4);25.0% (1/4);;;;25.0% (1/4);;;;;0.0% (0-3);23.1% (3-10);0.0% (0-1);0.0% (0-1);
5476;11.1% (1-8);34.7% (17-32);0.0% (0-3);;18.2% (2-9);;33.3% (1-2);;16.7% (1-5);34.1% (14-27);;55.6% (10-8);100.0% (1-0);70.6% (12-5);13.6% (6-38);30.8% (8-18);0.0% (0-3);29.3% (17-41);33.3% (1-2);32.0% (16-34);18.2% (2-9);;0.0% (0-2);;0.0% (0-5);21.1% (4-15);20.0% (8-32);;;;0.0% (0-4);36.4% (4-7);35.5% (11-20);0.0% (0-4);27.3% (3-8);;0.0% (0-4);33.3% (2-4);30.0% (3-7);15.4% (2-11);43.5% (10-13);25.0% (1-3);0.0% (0-1);14.3% (7/49);18.4% (9/49);16.3% (8/49);51.0% (25/49);10.0% (1/10);;10.0% (1/10);;20.0% (2/10);60.0% (6/10);;;;0.0% (0-4);36.4% (4-7);35.5% (11-20);0.0% (0-4);27.3% (3-8);
5629;33.3% (4-8);50.0% (8-8);20.0% (1-4);;25.0% (2-6);;0.0% (0-1);;50.0% (2-2);38.5% (5-8);57.1% (4-3);33.3% (2-4);0.0% (0-1);84.6% (11-2);10.0% (2-18);44.4% (8-10);66.7% (2-1);40.6% (13-19);0.0% (0-1);40.9% (9-13);36.4% (4-7);;0.0% (0-1);;;22.2% (2-7);36.8% (7-12);;;;0.0% (0-1);25.0% (1-3);44.4% (4-5);33.3% (2-4);33.3% (2-4);;28.6% (2-5);25.0% (1-3);20.0% (1-4);40.0% (2-3);60.0% (3-2);;;31.6% (6/19);10.5% (2/19);15.8% (3/19);42.1% (8/19);36.4% (4/11);;;9.1% (1/11);9.1% (1/11);45.5% (5/11);;;;0.0% (0-1);25.0% (1-3);44.4% (4-5);33.3% (2-4);33.3% (2-4);
6317;0.0% (0-2);;;;0.0% (0-1);;;;;0.0% (0-1);;0.0% (0-1);;0.0% (0-1);0.0% (0-1);50.0% (1-1);;0.0% (0-2);;0.0% (0-1);0.0% (0-1);;;;0.0% (0-1);;0.0% (0-2);;;;;;0.0% (0-1);;0.0% (0-1);;;0.0% (0-1);0.0% (0-1);;;;;;;100.0% (1/1);;;;;;;100.0% (1/1);;;;;;0.0% (0-1);;0.0% (0-1);
11164;45.5% (5-6);;;;;;0.0% (0-1);;50.0% (1-1);50.0% (4-4);100.0% (1-0);60.0% (3-2);;100.0% (5-0);14.3% (1-6);57.1% (4-3);75.0% (3-1);50.0% (6-6);;50.0% (6-6);;;0.0% (0-1);;;40.0% (2-3);50.0% (4-4);;;;0.0% (0-1);25.0% (1-3);80.0% (4-1);0.0% (0-1);;;50.0% (3-3);;40.0% (2-3);;;;;27.3% (3/11);27.3% (3/11);18.2% (2/11);27.3% (3/11);;;;;;;;;;0.0% (0-1);25.0% (1-3);80.0% (4-1);0.0% (0-1);;
5364;45.3% (67-81);57.1% (72-54);23.5% (4-13);;39.1% (18-28);;25.0% (10-30);0.0% (0-1);55.4% (31-25);54.8% (69-57);69.2% (18-8);52.5% (53-48);50.0% (7-7);74.3% (113-39);23.2% (33-109);53.4% (71-62);61.1% (11-7);47.4% (111-123);57.4% (35-26);50.7% (116-113);45.5% (30-36);0.0% (0-5);6.7% (1-14);16.0% (4-21);26.8% (15-41);31.6% (42-91);44.6% (99-123);85.7% (6-1);;53.8% (7-6);50.0% (13-13);56.5% (26-20);47.3% (43-48);30.8% (16-36);50.0% (17-17);;40.0% (18-27);46.2% (24-28);45.8% (22-26);41.5% (17-24);57.1% (28-21);60.7% (17-11);33.3% (2-4);31.1% (68/219);21.0% (46/219);18.7% (41/219);29.2% (64/219);17.2% (10/58);15.5% (9/58);12.1% (7/58);12.1% (7/58);13.8% (8/58);29.3% (17/58);4.0% (6/150);85.7% (6-1);53.8% (7-6);50.0% (13-13);56.5% (26-20);47.3% (43-48);30.8% (16-36);50.0% (17-17);
25609;51.4% (19-18);14.3% (1-6);66.7% (2-1);;20.0% (1-4);;44.4% (4-5);;0.0% (0-5);52.6% (10-9);63.6% (7-4);46.7% (7-8);100.0% (2-0);77.3% (17-5);18.5% (5-22);54.5% (12-10);0.0% (0-1);41.0% (16-23);60.0% (6-4);40.0% (14-21);57.1% (8-6);;;0.0% (0-3);14.3% (1-6);17.6% (3-14);36.4% (12-21);;;0.0% (0-1);50.0% (1-1);42.9% (3-4);50.0% (7-7);25.0% (2-6);33.3% (2-4);;64.3% (9-5);40.0% (4-6);25.0% (2-6);0.0% (0-2);0.0% (0-2);0.0% (0-1);0.0% (0-1);23.5% (8/34);14.7% (5/34);23.5% (8/34);38.2% (13/34);23.1% (3/13);15.4% (2/13);15.4% (2/13);;15.4% (2/13);30.8% (4/13);;;0.0% (0-1);50.0% (1-1);42.9% (3-4);50.0% (7-7);25.0% (2-6);33.3% (2-4);
4533;45.1% (106-129);18.6% (8-35);48.1% (26-28);100.0% (2-0);35.9% (23-41);;39.3% (11-17);50.0% (1-1);32.1% (9-19);45.6% (77-92);47.7% (21-23);41.2% (35-50);50.0% (9-9);75.8% (116-37);14.3% (26-156);49.2% (59-61);16.7% (1-5);42.2% (124-170);43.9% (18-23);43.3% (101-132);40.2% (41-61);0.0% (0-2);14.3% (1-6);16.7% (3-15);16.4% (9-46);24.4% (33-102);37.0% (88-150);0.0% (0-2);;33.3% (2-4);28.6% (6-15);41.2% (21-30);44.6% (50-62);37.0% (17-29);47.2% (25-28);;44.9% (22-27);43.1% (25-33);41.3% (26-37);42.9% (30-40);33.3% (12-24);50.0% (6-6);0.0% (0-3);31.1% (70/225);11.6% (26/225);18.2% (41/225);39.1% (88/225);15.0% (15/100);17.0% (17/100);9.0% (9/100);9.0% (9/100);20.0% (20/100);30.0% (30/100);;0.0% (0-2);33.3% (2-4);28.6% (6-15);41.2% (21-30);44.6% (50-62);37.0% (17-29);47.2% (25-28);
4198;42.0% (132-182);49.5% (135-138);48.3% (29-31);25.0% (1-3);43.6% (44-57);;41.2% (42-60);;30.0% (24-56);51.0% (187-180);0.0% (0-1);51.2% (111-106);60.0% (9-6);78.8% (238-64);16.7% (58-290);47.8% (129-141);58.3% (21-15);46.4% (253-292);41.5% (44-62);46.1% (253-296);43.1% (44-58);16.7% (1-5);16.1% (5-26);21.0% (13-49);26.9% (32-87);31.7% (93-200);41.5% (214-302);55.6% (5-4);;40.9% (9-13);32.8% (21-43);50.0% (63-63);45.3% (111-134);38.7% (43-68);60.6% (43-28);100.0% (2-0);44.2% (34-43);39.8% (39-59);43.8% (67-86);44.2% (46-58);54.5% (60-50);48.6% (35-37);44.4% (16-20);27.0% (145/538);19.0% (102/538);18.6% (100/538);35.5% (191/538);15.5% (15/97);16.5% (16/97);9.3% (9/97);6.2% (6/97);23.7% (23/97);28.9% (28/97);1.4% (5/358);55.6% (5-4);40.9% (9-13);32.8% (21-43);50.0% (63-63);45.3% (111-134);38.7% (43-68);60.6% (43-28);100.0% (2-0)
22510;0.0% (0-2);40.0% (2-3);;;;;;;;;22.2% (2-7);33.3% (1-2);50.0% (1-1);50.0% (1-1);14.3% (1-6);28.6% (2-5);;22.2% (2-7);;20.0% (1-4);25.0% (1-3);;;;;;;;;;;;;;;;;;;;;;;20.0% (1/5);;20.0% (1/5);60.0% (3/5);;;25.0% (1/4);25.0% (1/4);50.0% (2/4);;;;;;;;;;
45150;50.0% (2-2);50.0% (1-1);;;;;;;;;42.9% (3-4);50.0% (1-1);;100.0% (3-0);0.0% (0-4);50.0% (1-1);;42.9% (3-4);;50.0% (3-3);0.0% (0-1);;;;;;0.0% (0-2);;;;;;;;;;;;;;;;;33.3% (2/6);16.7% (1/6);16.7% (1/6);33.3% (2/6);;;;;;100.0% (1/1);;;;;;;;;
5863;40.0% (4-6);55.6% (5-4);;;;;0.0% (0-1);;;33.3% (1-2);61.1% (11-7);25.0% (1-3);50.0% (1-1);81.8% (9-2);27.3% (3-8);50.0% (6-6);0.0% (0-1);54.5% (12-10);;42.9% (3-4);60.0% (9-6);;;0.0% (0-1);;0.0% (0-4);16.7% (1-5);;;;;0.0% (0-1);50.0% (1-1);0.0% (0-1);;;;0.0% (0-2);50.0% (1-1);;;;;42.9% (3/7);;28.6% (2/7);28.6% (2/7);28.6% (4/14);21.4% (3/14);7.1% (1/14);7.1% (1/14);14.3% (2/14);21.4% (3/14);;;;;0.0% (0-1);50.0% (1-1);0.0% (0-1);;
4659;46.7% (105-120);36.0% (31-55);48.1% (26-28);40.0% (4-6);40.0% (24-36);;39.1% (18-28);0.0% (0-1);37.5% (15-25);45.8% (87-103);60.0% (24-16);50.0% (57-57);62.5% (10-6);77.3% (140-41);14.3% (28-168);49.1% (85-88);60.0% (15-10);43.7% (122-157);46.9% (46-52);43.2% (121-159);48.5% (47-50);0.0% (0-2);7.7% (1-12);8.1% (3-34);9.0% (6-61);27.5% (44-116);37.2% (100-169);100.0% (4-0);;66.7% (4-2);30.0% (6-14);32.8% (20-41);42.7% (61-82);41.8% (23-32);54.2% (26-22);;40.7% (33-48);54.0% (34-29);41.9% (31-43);43.1% (28-37);31.4% (11-24);35.7% (5-9);40.0% (2-3);26.6% (71/267);17.6% (47/267);19.1% (51/267);36.7% (98/267);23.7% (22/93);16.1% (15/93);10.8% (10/93);6.5% (6/93);18.3% (17/93);24.7% (23/93);2.0% (4/197);100.0% (4-0);66.7% (4-2);30.0% (6-14);32.8% (20-41);42.7% (61-82);41.8% (23-32);54.2% (26-22);
5550;25.0% (2-6);43.5% (10-13);;;33.3% (1-2);;0.0% (0-1);;0.0% (0-1);40.0% (10-15);100.0% (1-0);53.3% (8-7);100.0% (1-0);77.8% (7-2);22.7% (5-17);41.2% (7-10);100.0% (2-0);42.9% (12-16);0.0% (0-3);39.3% (11-17);33.3% (1-2);;0.0% (0-1);0.0% (0-2);0.0% (0-3);0.0% (0-8);26.3% (5-14);;;0.0% (0-1);50.0% (1-1);28.6% (2-5);43.8% (7-9);0.0% (0-2);50.0% (1-1);;0.0% (0-2);20.0% (1-4);0.0% (0-1);42.9% (3-4);42.9% (3-4);50.0% (4-4);;14.3% (4/28);25.0% (7/28);25.0% (7/28);35.7% (10/28);;;33.3% (1/3);;33.3% (1/3);33.3% (1/3);;;0.0% (0-1);50.0% (1-1);28.6% (2-5);43.8% (7-9);0.0% (0-2);50.0% (1-1);
10726;50.0% (1-1);50.0% (1-1);;;;;;;;50.0% (2-2);;100.0% (1-0);;100.0% (2-0);0.0% (0-2);;;50.0% (1-1);50.0% (1-1);50.0% (2-2);;;;;;0.0% (0-2);;;;;0.0% (0-1);50.0% (1-1);100.0% (1-0);;;;;50.0% (1-1);;;50.0% (1-1);;;25.0% (1/4);25.0% (1/4);;50.0% (2/4);;;;;;;;;;0.0% (0-1);50.0% (1-1);100.0% (1-0);;;
5565;46.7% (85-97);5.3% (1-18);39.0% (16-25);0.0% (0-1);34.2% (13-25);;41.3% (26-37);0.0% (0-2);41.2% (14-20);46.0% (40-47);47.4% (9-10);41.5% (34-48);50.0% (6-6);72.8% (83-31);14.7% (19-110);45.5% (65-78);38.1% (8-13);40.8% (80-116);46.8% (22-25);42.6% (80-108);40.0% (22-33);16.7% (1-5);10.5% (2-17);15.6% (5-27);18.8% (12-52);29.6% (37-88);37.3% (72-121);0.0% (0-1);;16.7% (1-5);37.5% (6-10);37.5% (15-25);50.0% (38-38);38.0% (19-31);40.0% (14-21);;39.3% (24-37);41.7% (20-28);48.1% (26-28);43.9% (18-23);21.4% (3-11);40.0% (2-3);0.0% (0-1);25.6% (46/180);15.6% (28/180);23.3% (42/180);35.6% (64/180);20.4% (11/54);9.3% (5/54);11.1% (6/54);11.1% (6/54);22.2% (12/54);25.9% (14/54);;0.0% (0-1);16.7% (1-5);37.5% (6-10);37.5% (15-25);50.0% (38-38);38.0% (19-31);40.0% (14-21);
5929;0.0% (0-4);40.0% (2-3);;;0.0% (0-1);;0.0% (0-2);;0.0% (0-1);40.0% (2-3);;66.7% (2-1);;0.0% (0-1);25.0% (2-6);25.0% (1-3);100.0% (1-0);25.0% (2-6);0.0% (0-1);25.0% (2-6);0.0% (0-1);;;0.0% (0-1);;0.0% (0-3);0.0% (0-5);;;;0.0% (0-1);100.0% (1-0);25.0% (1-3);0.0% (0-1);0.0% (0-2);;;40.0% (2-3);0.0% (0-2);0.0% (0-2);;;;;25.0% (2/8);12.5% (1/8);62.5% (5/8);;;;;;100.0% (1/1);;;;0.0% (0-1);100.0% (1-0);25.0% (1-3);0.0% (0-1);0.0% (0-2);
5644;47.4% (45-50);27.0% (10-27);40.0% (6-9);;18.8% (3-13);;25.0% (4-12);;43.5% (10-13);41.7% (30-42);68.2% (15-7);36.2% (17-30);33.3% (1-2);75.7% (53-17);11.4% (9-70);51.2% (44-42);42.9% (3-4);38.4% (43-69);51.4% (19-18);42.1% (51-70);39.3% (11-17);0.0% (0-1);25.0% (1-3);20.0% (2-8);18.5% (5-22);25.4% (15-44);31.7% (33-71);0.0% (0-2);;100.0% (2-0);22.2% (2-7);39.1% (9-14);40.4% (23-34);46.7% (7-8);21.1% (4-15);;41.7% (10-14);43.2% (16-21);42.4% (14-19);21.4% (3-11);18.2% (2-9);16.7% (1-5);50.0% (1-1);28.9% (35/121);13.2% (16/121);23.1% (28/121);34.7% (42/121);23.1% (6/26);11.5% (3/26);3.8% (1/26);7.7% (2/26);30.8% (8/26);23.1% (6/26);;0.0% (0-2);100.0% (2-0);22.2% (2-7);39.1% (9-14);40.4% (23-34);46.7% (7-8);21.1% (4-15);
4585;39.5% (62-95);52.0% (52-48);40.0% (8-12);;40.0% (16-24);;33.3% (14-28);0.0% (0-1);35.7% (15-27);48.9% (64-67);59.1% (13-9);47.9% (46-50);47.1% (8-9);78.0% (92-26);18.8% (30-130);52.1% (76-70);56.3% (9-7);44.8% (100-123);40.0% (22-33);43.5% (97-126);45.5% (25-30);0.0% (0-4);6.3% (1-15);13.3% (4-26);21.4% (12-44);29.7% (41-97);36.8% (81-139);50.0% (2-2);;66.7% (4-2);27.8% (5-13);39.6% (19-29);44.6% (45-56);40.4% (19-28);46.9% (15-17);;37.5% (15-25);40.0% (18-27);43.8% (21-27);38.9% (21-33);42.0% (21-29);66.7% (8-4);71.4% (5-2);25.9% (57/220);17.3% (38/220);18.6% (41/220);38.2% (84/220);20.0% (11/55);10.9% (6/55);14.5% (8/55);16.4% (9/55);10.9% (6/55);27.3% (15/55);1.3% (2/149);50.0% (2-2);66.7% (4-2);27.8% (5-13);39.6% (19-29);44.6% (45-56);40.4% (19-28);46.9% (15-17);
4326;46.3% (62-72);46.7% (35-40);45.5% (15-18);60.0% (3-2);31.9% (15-32);;35.7% (5-9);50.0% (2-2);61.5% (8-5);46.3% (63-73);66.7% (22-11);49.2% (32-33);33.3% (4-8);75.2% (85-28);22.4% (30-104);56.9% (62-47);80.0% (8-2);46.0% (92-108);48.9% (23-24);47.7% (84-92);43.7% (31-40);0.0% (0-2);12.5% (1-7);14.3% (3-18);11.6% (5-38);31.5% (34-74);42.6% (81-109);66.7% (2-1);;60.0% (3-2);29.4% (5-12);44.7% (17-21);47.6% (39-43);35.5% (11-20);42.1% (16-22);;44.7% (21-26);46.4% (13-15);45.0% (18-22);48.2% (27-29);31.3% (10-22);37.5% (3-5);33.3% (1-2);32.3% (53/164);17.1% (28/164);15.2% (25/164);35.4% (58/164);21.2% (14/66);18.2% (12/66);6.1% (4/66);12.1% (8/66);12.1% (8/66);30.3% (20/66);1.6% (2/126);66.7% (2-1);60.0% (3-2);29.4% (5-12);44.7% (17-21);47.6% (39-43);35.5% (11-20);42.1% (16-22);
6279;0.0% (0-2);14.3% (1-6);0.0% (0-1);;0.0% (0-2);;;;;0.0% (0-5);33.3% (1-2);50.0% (1-1);;;10.0% (1-9);0.0% (0-5);;12.5% (1-7);0.0% (0-2);16.7% (1-5);0.0% (0-4);;;;0.0% (0-1);0.0% (0-5);0.0% (0-6);;;;;;0.0% (0-5);;0.0% (0-2);;0.0% (0-1);;0.0% (0-3);0.0% (0-3);;;;;16.7% (1/6);16.7% (1/6);66.7% (4/6);;;;;;100.0% (4/4);;;;;;0.0% (0-5);;0.0% (0-2);
4677;52.9% (190-169);50.7% (70-68);51.6% (32-30);;56.8% (50-38);;43.1% (53-70);0.0% (0-2);44.4% (36-45);56.5% (126-97);60.7% (17-11);58.2% (99-71);60.0% (21-14);84.5% (224-41);23.1% (68-226);50.7% (113-110);58.6% (17-12);51.6% (232-218);55.0% (60-49);50.9% (229-221);57.8% (63-46);0.0% (0-7);6.8% (3-41);13.3% (10-65);20.0% (27-108);39.1% (116-181);48.2% (226-243);33.3% (3-6);;39.1% (9-14);43.1% (22-29);49.0% (51-53);50.6% (91-89);53.5% (54-47);71.4% (35-14);;57.9% (62-45);48.1% (51-55);48.7% (56-59);52.2% (48-44);52.0% (26-24);56.8% (25-19);41.2% (7-10);32.9% (142/431);18.1% (78/431);13.2% (57/431);35.7% (154/431);21.4% (22/103);15.5% (16/103);20.4% (21/103);13.6% (14/103);9.7% (10/103);19.4% (20/103);1.2% (3/255);33.3% (3-6);39.1% (9-14);43.1% (22-29);49.0% (51-53);50.6% (91-89);53.5% (54-47);71.4% (35-14);
6095;23.1% (3-10);;20.0% (1-4);;33.3% (2-4);;33.3% (1-2);;0.0% (0-1);12.5% (1-7);;33.3% (3-6);50.0% (1-1);25.0% (1-3);21.4% (3-11);50.0% (3-3);0.0% (0-1);22.2% (4-14);;16.7% (2-10);33.3% (2-4);;0.0% (0-1);;0.0% (0-2);25.0% (1-3);25.0% (3-9);;;;;0.0% (0-1);14.3% (1-6);25.0% (1-3);33.3% (2-4);;42.9% (3-4);0.0% (0-5);0.0% (0-4);50.0% (1-1);;;;;16.7% (2/12);41.7% (5/12);41.7% (5/12);;16.7% (1/6);16.7% (1/6);16.7% (1/6);16.7% (1/6);33.3% (2/6);;;;;0.0% (0-1);14.3% (1-6);25.0% (1-3);33.3% (2-4);
4894;43.4% (112-146);50.6% (87-85);40.0% (22-33);50.0% (1-1);31.7% (20-43);;41.5% (34-48);0.0% (0-2);36.8% (25-43);51.3% (121-115);62.2% (23-14);48.1% (91-98);39.1% (9-14);74.4% (166-57);21.5% (57-208);40.1% (89-133);28.6% (6-15);46.9% (187-212);40.4% (36-53);47.1% (186-209);39.8% (37-56);0.0% (0-3);11.8% (2-15);19.4% (7-29);24.1% (20-63);29.7% (68-161);37.6% (138-229);40.0% (2-3);;29.4% (5-12);43.6% (17-22);45.9% (39-46);48.8% (83-87);35.6% (26-47);45.2% (28-34);;33.3% (25-50);45.6% (41-49);48.0% (47-51);44.6% (33-41);43.8% (28-36);51.3% (20-19);54.5% (6-5);25.6% (99/387);21.2% (82/387);21.7% (84/387);31.5% (122/387);18.7% (17/91);12.1% (11/91);9.9% (9/91);15.4% (14/91);17.6% (16/91);26.4% (24/91);0.8% (2/253);40.0% (2-3);29.4% (5-12);43.6% (17-22);45.9% (39-46);48.8% (83-87);35.6% (26-47);45.2% (28-34);
6200;25.0% (1-3);33.3% (1-2);;;33.3% (1-2);;;;;25.0% (1-3);;0.0% (0-1);;66.7% (2-1);0.0% (0-4);0.0% (0-4);;33.3% (1-2);25.0% (1-3);25.0% (1-3);33.3% (1-2);;0.0% (0-1);;;;16.7% (1-5);;;;;0.0% (0-1);33.3% (1-2);0.0% (0-1);50.0% (1-1);;0.0% (0-1);0.0% (0-1);50.0% (1-1);50.0% (1-1);0.0% (0-1);;;25.0% (1/4);;25.0% (1/4);50.0% (2/4);;33.3% (1/3);;;33.3% (1/3);33.3% (1/3);;;;;0.0% (0-1);33.3% (1-2);0.0% (0-1);50.0% (1-1);
45308;0.0% (0-1);37.5% (3-5);25.0% (1-3);;0.0% (0-2);;;;28.6% (2-5);50.0% (2-2);;75.0% (3-1);;80.0% (4-1);0.0% (0-8);42.9% (3-4);;30.8% (4-9);;36.4% (4-7);0.0% (0-2);;;0.0% (0-1);0.0% (0-3);0.0% (0-5);36.4% (4-7);;;;;0.0% (0-4);57.1% (4-3);;0.0% (0-2);;20.0% (1-4);;;33.3% (1-2);40.0% (2-3);;;9.1% (1/11);27.3% (3/11);9.1% (1/11);54.5% (6/11);;;;;100.0% (2/2);;;;;;0.0% (0-4);57.1% (4-3);;0.0% (0-2);
5971;63.3% (19-11);25.0% (1-3);;;0.0% (0-1);;40.0% (2-3);0.0% (0-1);0.0% (0-1);25.0% (1-3);80.8% (21-5);0.0% (0-1);;95.5% (21-1);18.8% (3-13);66.7% (6-3);;63.9% (23-13);50.0% (1-1);35.7% (5-9);79.2% (19-5);;;0.0% (0-1);0.0% (0-3);20.0% (1-4);22.2% (2-7);;;;;0.0% (0-1);33.3% (1-2);0.0% (0-4);50.0% (2-2);;0.0% (0-1);0.0% (0-1);33.3% (1-2);28.6% (2-5);;;;30.8% (4/13);;7.7% (1/13);61.5% (8/13);60.9% (14/23);17.4% (4/23);;;4.3% (1/23);17.4% (4/23);;;;;0.0% (0-1);33.3% (1-2);0.0% (0-4);50.0% (2-2);
23950;0.0% (0-2);55.6% (5-4);66.7% (2-1);;66.7% (2-1);;;;0.0% (0-1);55.6% (5-4);0.0% (0-1);100.0% (3-0);100.0% (1-0);100.0% (7-0);0.0% (0-7);50.0% (3-3);100.0% (1-0);54.5% (6-5);33.3% (1-2);45.5% (5-6);66.7% (2-1);;0.0% (0-1);;33.3% (1-2);28.6% (2-5);40.0% (4-6);;;0.0% (0-1);100.0% (1-0);33.3% (1-2);50.0% (3-3);100.0% (1-0);100.0% (1-0);;66.7% (2-1);;50.0% (4-4);50.0% (1-1);;;;20.0% (2/10);20.0% (2/10);;60.0% (6/10);33.3% (1/3);;33.3% (1/3);;;33.3% (1/3);;;0.0% (0-1);100.0% (1-0);33.3% (1-2);50.0% (3-3);100.0% (1-0);100.0% (1-0);
5636;28.6% (8-20);52.9% (18-16);25.0% (2-6);;26.7% (4-11);;33.3% (1-2);;42.9% (3-4);41.5% (17-24);75.0% (3-1);58.8% (10-7);;78.6% (22-6);14.3% (6-36);52.9% (9-8);50.0% (1-1);41.0% (25-36);33.3% (3-6);42.3% (22-30);33.3% (6-12);0.0% (0-1);0.0% (0-3);;0.0% (0-10);25.9% (7-20);37.9% (22-36);0.0% (0-1);;100.0% (1-0);20.0% (1-4);41.7% (5-7);44.4% (12-15);14.3% (1-6);38.5% (5-8);;12.5% (1-7);44.4% (4-5);25.0% (3-9);42.1% (8-11);57.1% (8-6);33.3% (1-2);0.0% (0-1);22.4% (11/49);20.4% (10/49);14.3% (7/49);42.9% (21/49);5.9% (1/17);23.5% (4/17);;;41.2% (7/17);29.4% (5/17);;0.0% (0-1);100.0% (1-0);20.0% (1-4);41.7% (5-7);44.4% (12-15);14.3% (1-6);38.5% (5-8);
11426;25.0% (1-3);;;50.0% (1-1);;;;;0.0% (0-1);;50.0% (3-3);50.0% (1-1);100.0% (1-0);100.0% (2-0);20.0% (1-4);50.0% (1-1);;40.0% (2-3);50.0% (1-1);50.0% (2-2);33.3% (1-2);;;0.0% (0-2);;;0.0% (0-3);;;;;;;0.0% (0-1);;;;0.0% (0-1);;;;;;50.0% (2/4);;25.0% (1/4);25.0% (1/4);;;33.3% (1/3);;;66.7% (2/3);;;;;;;0.0% (0-1);;
4570;57.3% (243-181);43.2% (38-50);57.9% (55-40);86.7% (13-2);55.4% (67-54);;44.6% (45-56);60.0% (3-2);54.2% (45-38);57.4% (166-123);100.0% (23-0);50.5% (96-94);60.9% (14-9);82.8% (288-60);22.3% (61-213);54.6% (153-127);56.7% (17-13);54.8% (265-219);60.9% (84-54);54.4% (260-218);61.8% (89-55);16.7% (2-10);16.3% (7-36);29.3% (22-53);32.9% (48-98);40.5% (123-181);50.8% (253-245);28.6% (4-10);;38.2% (13-21);53.0% (35-31);54.5% (66-55);58.2% (114-82);50.0% (52-52);65.6% (42-22);;60.3% (79-52);56.0% (75-59);54.6% (77-64);47.9% (45-49);57.9% (44-32);27.3% (3-8);20.0% (2-8);38.0% (173/455);18.0% (82/455);18.7% (85/455);25.3% (115/455);34.1% (45/132);17.4% (23/132);10.6% (14/132);6.8% (9/132);18.9% (25/132);12.1% (16/132);1.4% (4/278);28.6% (4-10);38.2% (13-21);53.0% (35-31);54.5% (66-55);58.2% (114-82);50.0% (52-52);65.6% (42-22);
5856;0.0% (0-2);41.2% (7-10);50.0% (1-1);;0.0% (0-2);;;;0.0% (0-1);47.1% (8-9);0.0% (0-1);60.0% (6-4);;60.0% (6-4);18.2% (2-9);40.0% (6-9);50.0% (1-1);38.1% (8-13);;42.1% (8-11);0.0% (0-2);;0.0% (0-2);;0.0% (0-3);20.0% (2-8);33.3% (5-10);0.0% (0-1);;100.0% (1-0);50.0% (1-1);40.0% (2-3);44.4% (4-5);;0.0% (0-2);;33.3% (1-2);0.0% (0-2);54.5% (6-5);25.0% (1-3);;;;10.5% (2/19);31.6% (6/19);21.1% (4/19);36.8% (7/19);;;;;50.0% (1/2);50.0% (1/2);;0.0% (0-1);100.0% (1-0);50.0% (1-1);40.0% (2-3);44.4% (4-5);;0.0% (0-2);
6096;0.0% (0-1);50.0% (1-1);0.0% (0-1);;;;;;;25.0% (1-3);;50.0% (1-1);;100.0% (1-0);0.0% (0-3);;;33.3% (1-2);0.0% (0-1);25.0% (1-3);;;;;;50.0% (1-1);25.0% (1-3);;;;;0.0% (0-1);33.3% (1-2);;;;0.0% (0-1);0.0% (0-1);50.0% (1-1);;;;;;25.0% (1/4);25.0% (1/4);50.0% (2/4);;;;;;;;;;;0.0% (0-1);33.3% (1-2);;;
